ID,age,grades,gender,race,employment,political,international,financial,Q1.32066,Q2.32066,Q1.90566,Q2.90566,Q1.26035,Q2.26035,Q1.14968,Q2.14968,Q1.38428,Q2.38428,Q1.19389,Q2.19389,Q1.65266,Q2.65266,Q1.50003,Q2.50003,Q1.87306,Q2.87306,Q1.25649,Q2.25649,Q1.97710,Q2.97710,Q1.62287,Q2.62287,Q1.11096,Q2.11096,Q1.55835,Q2.55835,Q1.48733,Q2.48733,Q1.29205,Q2.29205,Q1.55956,Q2.55956,Q2.07796,Q1.02508,Q2.02508,Q2.65897,Q1.99527,Q2.99527,Q1.25287,Q1.77136,Q2.77136,Q1.95197,Q2.95197,Q1.56395,Q2.56395,Q1.22235,Q2.22235,Q1.08275,Q2.08275,Q1.53734,Q2.53734,Q1.99998,Q2.99998,Q2.86976,Q1.49883,Q2.49883,Q1.92442,Q2.92442,Q1.52117,Q2.52117,Q1.52091,Q2.52091,Q1.82417,Q2.82417,Q1.32019,Q2.32019,Q1.53659,Q2.53659,Q1.53906,Q2.53906,Q1.05921,Q2.05921,Q1.22954,Q2.22954,Q1.13441,Q2.13441,Q1.30297,Q2.30297,Q1.25641,Q1.05631,Q2.05631,Q1.14564,Q2.14564,Q1.78988,Q2.78988,Q1.49534,Q2.49534,Q1.09080,Q2.09080,Q1.07326,Q2.07326,Q1.11519,Q2.11519,Q1.09496,Q2.09496,Q1.10900,Q2.10900,Q2.52111,Q1.84106,Q2.84106,Q1.27644,Q2.27644,Q1.07771,Q2.07771,Q1.24580,Q2.24580,Q1.62412,Q2.62412,Q1.54611,Q2.54611,Q1.71646,Q2.71646,Q1.91150,Q2.91150,Q1.42016,Q2.42016,Q1.31727,Q2.31727,Q1.50144,Q2.50144,Q1.64028,Q2.64028,Q1.07266,Q2.07266,Q1.61994,Q2.61994,Q1.95170,Q2.95170,Q2.63189,Q2.10161,Q1.50076,Q2.50076,Q1.76356,Q2.76356,Q1.62504,Q2.62504,Q1.66999,Q2.66999,Q1.06565,Q1.92793,Q2.92793,Q1.86547,Q2.86547,Q1.10088,Q2.10088,Q1.62788,Q2.62788,Q1.61651,Q2.61651,Q1.58607,Q2.58607,Q1.23184,Q2.23184,Q1.09418,Q2.09418,Q2.37448,Q1.15347,Q2.15347,Q1.94063,Q2.94063,Q1.14337,Q2.14337,Q1.12776,Q2.12776,Q1.09911,Q2.09911,Q1.05051,Q2.05051,Q2.56761,Q2.88933,Q2.08517,Q1.29305,Q2.29305,Q1.70928,Q2.70928,Q1.86217,Q2.86217,Q1.76281,Q2.76281,Q1.07626,Q2.07626,Q1.47610,Q2.47610,Q2.54310,Q1.00802,Q2.00802,Q1.11656,Q2.11656,Q1.24376,Q2.24376,Q1.16988,Q2.16988,Q1.59443,Q2.59443,Q1.25592,Q2.25592,Q1.83515,Q1.64183,Q2.64183,Q1.61065,Q2.61065,Q2.10165,Q1.30527,Q2.30527
55,21,5,1,5,1,3,1,3,4,2,3,3,3,4,4,3,3,3,3,4,1,3,3,2,4,4,3,3,4,2,3,3,3,3,3,3,3,3,3,3,3,3,3,1,4,3,3,2,3,8,5,3,4,4,6,3,4,2,1,3,3,3,3,3,5,3,3,3,2,3,3,3,3,4,2,4,2,3,1,3,7,2,4,1,1,3,3,3,3,3,1,3,3,3,4,3,5,4,4,4,3,1,1,3,3,3,5,2,3,3,3,3,3,3,3,3,2,5,3,3,3,3,3,3,3,3,4,5,3,3,3,3,3,4,3,3,4,3,3,3,6,1,3,3,3,3,3,3,3,3,3,3,3,2,3,4,3,3,3,1,3,3,3,4,3,3,3,3,3,3,4,3,3,3,3,3,3,3,2,3,3,1,4,2,2,3,4,2,3,2,3,3,3,3,2,4,4,3,3,2,2,4,1,4,3,3,3,3,3,4,5,3,4,1
56,21,4,2,5,1,1,1,3,2,3,4,2,4,4,1,4,2,4,4,3,2,4,2,1,3,2,3,1,4,3,3,3,2,1,3,2,2,4,2,3,1,4,4,1,4,4,5,2,2,4,4,3,1,1,5,5,5,2,1,4,2,5,4,2,5,4,4,4,1,4,1,2,2,4,1,5,1,4,1,5,8,3,3,2,2,3,3,3,4,3,2,4,4,4,3,5,6,3,2,1,4,1,1,3,3,3,5,2,4,3,3,2,4,4,5,4,4,4,1,1,3,5,4,2,6,4,5,7,5,1,3,2,3,3,4,4,4,2,3,1,3,4,5,4,4,3,4,3,3,4,1,4,4,3,4,3,3,4,3,2,3,3,2,1,6,4,2,3,5,2,2,3,1,1,5,5,1,3,6,4,5,1,4,2,3,1,4,2,3,2,2,2,3,4,2,1,4,3,1,3,1,2,6,7,4,2,4,4,1,5,2,5,1,2
57,20,5,2,4,2,2,1,3,4,1,4,2,4,2,5,3,4,3,3,4,1,3,2,2,5,1,3,3,3,2,3,2,4,1,3,2,2,5,1,1,1,4,5,4,4,1,4,1,5,3,5,5,3,4,6,6,3,4,1,5,4,3,5,1,1,2,5,5,3,1,2,4,3,4,2,5,1,4,1,4,2,1,4,1,2,5,5,2,5,3,1,5,1,3,4,6,2,4,3,2,5,1,2,4,4,3,5,2,3,3,4,3,4,5,5,5,1,5,3,4,3,5,3,3,6,4,5,7,5,3,3,2,4,4,5,2,4,4,3,1,1,1,5,4,2,5,5,4,4,1,2,4,1,4,4,4,4,3,4,5,4,3,2,1,6,5,3,3,3,1,4,3,3,3,3,4,5,4,3,5,5,3,1,1,2,2,6,4,4,4,4,2,2,5,3,1,3,5,1,5,2,6,2,7,5,5,3,5,5,6,5,5,1,2
58,21,5,2,1,1,2,1,2,2,2,4,3,4,5,3,3,4,4,2,4,2,4,3,2,3,1,3,1,4,2,2,2,2,3,4,3,4,4,2,2,1,5,4,1,4,2,4,2,5,3,4,5,4,4,5,5,3,4,3,3,2,4,4,2,3,2,4,4,2,2,4,2,2,2,3,3,4,6,3,3,5,4,6,2,3,5,3,3,4,2,2,3,2,2,3,3,3,4,4,2,3,1,2,4,4,4,4,2,3,4,4,2,4,3,5,2,3,4,3,4,3,5,3,3,5,4,5,6,3,4,3,5,3,6,3,3,2,3,2,2,8,3,3,4,2,5,4,3,4,3,2,4,2,3,2,4,4,3,3,3,4,3,3,3,2,4,1,2,3,3,3,3,2,1,3,4,3,3,3,3,1,4,3,3,2,2,4,3,4,5,2,3,2,3,4,2,3,3,1,3,5,6,1,3,4,3,4,4,4,6,4,3,5,2
59,21,5,2,2,1,2,1,3,2,2,5,2,3,5,7,3,4,3,3,5,1,3,3,2,4,1,4,1,4,3,2,1,4,5,1,1,2,5,2,1,4,6,5,1,5,4,5,2,6,9,5,3,2,3,6,6,2,5,4,5,3,2,4,1,4,3,5,3,2,3,3,4,1,4,2,5,1,3,1,4,5,2,3,1,3,5,3,3,5,2,3,5,3,2,3,5,2,2,4,3,5,1,6,5,1,2,5,1,3,4,5,3,4,5,5,5,4,6,3,4,4,4,3,3,4,2,5,5,5,3,3,6,5,4,5,5,1,4,3,1,5,1,5,3,2,5,5,3,5,3,2,5,2,1,3,4,5,2,4,5,5,2,2,4,2,5,6,3,4,2,3,4,1,1,2,4,3,1,4,5,5,5,4,2,2,1,4,3,5,4,5,3,5,5,2,1,2,4,1,4,4,5,2,5,2,2,4,3,2,6,6,5,1,2
60,25,5,2,5,2,2,2,3,2,3,4,3,4,4,2,1,3,4,2,5,2,4,3,3,4,1,2,2,3,2,3,3,2,3,3,2,4,5,1,1,3,3,2,3,5,5,4,2,6,3,5,5,3,4,6,3,3,1,1,2,4,2,3,1,2,3,3,3,1,2,2,3,3,3,2,3,1,3,3,4,5,2,3,1,6,5,3,1,2,2,2,2,2,2,4,2,3,4,1,2,2,1,1,3,3,3,6,1,3,4,3,3,3,2,2,3,3,5,4,3,4,3,3,3,5,2,5,5,2,4,2,4,5,4,4,3,1,4,3,1,9,2,3,5,4,4,3,5,3,3,2,3,3,3,4,5,5,2,2,2,2,2,2,2,3,3,4,3,2,3,4,4,2,2,1,3,2,2,1,4,2,4,3,3,3,1,4,3,5,5,3,1,3,3,2,1,3,3,1,3,2,6,1,1,2,1,3,4,3,5,7,3,1,2
61,20,4,2,1,2,2,1,2,3,1,4,3,3,3,3,3,2,3,4,4,3,4,1,1,4,2,3,1,5,4,2,2,2,3,3,4,4,4,2,3,1,5,2,3,4,2,4,1,5,5,4,3,5,3,5,4,4,4,1,3,3,4,2,1,6,3,3,3,5,5,3,4,5,4,1,5,1,2,1,1,8,2,4,2,2,2,2,1,3,3,2,3,5,3,3,4,5,4,3,3,4,1,5,4,2,3,4,4,4,4,4,3,4,4,5,5,6,5,4,3,4,1,3,3,2,2,4,5,2,4,3,4,3,7,2,3,2,2,5,1,4,2,3,3,4,4,4,5,3,3,2,4,2,4,2,4,4,3,4,1,4,1,4,1,6,4,5,3,3,3,5,5,2,2,3,3,3,3,3,3,2,4,3,1,2,5,4,4,4,5,2,3,2,4,3,3,3,4,2,2,2,7,3,6,3,2,3,3,2,7,6,3,3,2
62,22,4,2,4,2,2,1,1,3,4,4,1,4,3,4,3,4,4,2,2,1,2,3,2,3,1,2,2,4,3,2,1,2,2,5,5,4,1,2,2,3,4,5,4,3,4,5,1,6,6,4,2,2,2,4,5,4,4,1,3,4,3,2,3,5,3,5,3,2,4,4,2,5,5,2,5,2,3,3,5,5,2,2,2,6,4,6,4,5,3,2,5,4,2,2,3,5,4,2,2,4,1,4,2,2,4,5,2,2,3,3,3,2,5,5,5,5,2,3,4,3,5,3,3,4,4,6,6,5,3,3,2,5,4,3,4,4,3,3,1,3,2,3,3,3,2,4,3,3,2,2,3,4,3,3,5,4,1,2,3,2,3,2,3,5,3,4,2,4,2,3,3,2,2,5,4,3,5,4,3,2,3,2,2,3,1,5,3,4,3,2,3,3,3,2,1,4,3,1,3,2,1,3,5,4,4,3,4,4,6,2,3,2,2
63,22,5,1,2,1,3,1,2,5,3,4,5,4,5,4,3,3,3,4,3,1,1,3,1,3,3,4,2,4,5,2,4,3,4,3,3,4,4,3,4,3,3,3,2,5,3,4,1,5,4,5,3,6,2,6,3,5,3,1,3,3,3,4,3,6,4,2,4,2,4,3,3,1,3,2,5,1,2,1,4,9,5,3,1,1,1,3,3,3,1,1,2,4,3,3,3,4,3,2,4,2,1,5,3,4,3,5,1,2,2,4,4,3,3,3,4,5,6,3,2,4,2,3,3,5,4,6,6,3,3,3,3,5,4,4,4,3,2,3,1,2,3,2,3,2,4,3,3,3,2,3,3,4,3,4,4,4,4,3,6,3,1,3,2,2,3,3,3,3,4,2,3,2,1,4,3,3,4,3,3,1,1,5,3,3,5,6,2,4,2,2,3,4,3,1,1,3,3,2,3,5,2,3,6,2,4,4,4,2,5,5,3,1,1
64,22,5,1,5,1,3,2,2,3,2,3,4,4,5,3,4,5,3,4,4,2,2,3,3,3,1,2,4,4,2,4,2,3,3,4,3,3,5,2,2,3,2,4,2,5,2,4,1,5,6,5,4,3,5,6,5,3,1,2,3,2,3,4,2,3,2,4,2,3,2,2,2,2,3,3,3,2,2,4,4,6,4,1,1,2,3,1,1,3,4,2,3,2,4,3,3,5,4,4,4,3,1,4,4,4,4,4,1,3,3,3,3,2,3,4,4,3,6,3,3,3,4,3,3,5,3,6,6,3,3,4,3,4,3,1,3,2,4,2,1,9,2,3,4,2,3,4,5,4,2,3,4,4,2,4,4,4,2,3,4,3,3,4,1,2,3,4,3,3,4,3,3,3,2,3,3,3,3,3,3,2,3,2,2,2,4,5,3,3,4,2,2,2,4,2,2,3,4,1,3,1,1,1,4,4,3,3,4,4,6,5,4,1,1
65,20,5,2,5,2,3,1,3,4,3,3,3,4,5,6,4,3,3,2,5,2,3,2,2,3,1,2,3,4,2,4,2,3,3,3,2,2,5,2,2,1,2,2,3,5,5,4,2,6,9,5,3,2,4,6,4,5,1,1,3,3,3,3,2,4,5,3,4,2,3,1,1,5,5,1,5,1,6,1,5,9,4,6,1,3,2,3,3,3,2,1,3,3,4,3,3,6,4,4,4,4,1,1,3,3,5,5,3,2,2,3,4,5,4,4,3,4,6,4,4,4,2,3,3,3,3,5,6,3,4,3,3,3,5,4,4,1,3,3,1,9,2,3,4,1,4,3,4,3,2,3,3,4,2,4,4,4,3,2,3,5,2,2,3,5,3,5,2,3,3,3,4,2,2,5,3,3,3,2,3,2,2,5,2,2,2,5,3,4,5,4,4,2,3,3,2,4,3,3,2,3,2,3,1,3,3,4,4,2,2,5,3,1,2
66,23,4,2,5,2,2,1,2,2,2,4,2,3,4,2,2,4,2,3,4,2,4,3,2,4,2,4,3,4,3,3,3,3,2,4,2,3,4,2,1,4,2,4,3,4,3,4,1,5,2,4,2,4,2,4,4,3,5,1,4,3,3,4,3,4,2,4,3,1,3,2,3,2,5,1,5,1,3,3,3,6,3,3,2,2,3,4,1,4,3,2,4,3,3,3,4,4,3,4,3,5,1,3,4,4,4,5,1,2,3,4,2,3,4,5,5,4,4,2,3,3,3,3,3,5,4,5,5,4,3,5,4,3,3,3,4,1,3,2,1,1,1,5,4,2,2,4,3,4,3,2,4,2,1,3,5,5,3,3,4,3,3,3,1,1,4,2,3,4,1,1,3,2,1,5,1,4,4,3,4,1,2,4,2,2,1,4,3,4,4,3,2,2,4,1,1,3,4,1,3,2,6,3,7,3,3,4,3,3,4,4,4,1,2
67,27,5,2,5,1,3,2,3,3,3,3,3,4,5,5,3,4,4,3,3,3,3,3,4,3,3,3,3,4,5,3,3,3,3,2,3,2,3,3,3,2,4,2,4,5,3,3,3,3,9,5,3,6,3,6,4,4,5,3,3,2,3,2,3,4,4,3,3,3,3,3,3,2,2,2,6,3,4,3,3,5,3,4,1,4,3,4,4,3,3,2,3,3,3,3,3,4,3,3,3,4,4,3,3,4,4,4,1,3,3,2,3,3,3,2,3,4,6,3,3,3,4,3,3,3,2,3,3,3,3,3,2,3,5,3,4,3,2,2,2,9,1,3,4,3,2,2,3,2,3,3,3,3,3,2,3,4,2,2,5,3,3,3,3,3,2,6,4,4,3,4,2,3,2,3,3,3,2,3,3,4,3,3,3,3,2,4,3,3,3,2,4,2,3,4,4,3,4,4,3,3,3,3,3,2,4,5,3,3,4,3,3,1,2
68,21,3,1,5,1,3,1,2,2,3,5,2,3,3,4,4,4,4,4,3,1,3,3,1,3,1,4,2,3,3,2,2,3,1,3,3,3,4,3,3,2,5,5,1,4,3,3,2,1,3,3,2,4,1,4,6,3,1,1,5,3,2,1,1,4,3,5,3,3,3,3,2,2,2,1,5,1,4,1,4,7,2,3,3,3,3,3,1,5,5,1,5,3,2,2,6,3,4,4,2,5,1,5,5,4,3,4,2,3,3,5,3,1,3,5,3,3,1,1,1,2,3,1,1,6,5,5,7,5,1,2,2,3,4,2,1,2,3,2,1,4,3,5,1,3,5,5,3,5,2,3,5,1,2,4,5,3,2,3,6,4,1,3,2,5,5,4,3,5,2,3,5,1,1,3,1,5,5,3,5,1,1,5,2,1,1,1,4,2,5,4,2,3,5,1,1,3,4,1,5,2,1,6,7,3,3,3,1,1,5,7,5,1,1
69,19,4,1,6,1,3,1,3,2,3,3,3,4,3,6,4,3,4,4,4,2,3,3,2,4,1,3,3,3,3,2,3,3,1,2,1,1,4,3,2,1,4,4,1,4,4,5,1,2,9,4,3,3,3,5,4,4,3,1,4,3,3,1,2,4,3,4,4,2,3,2,2,3,4,1,5,1,3,1,4,6,3,1,2,2,2,4,2,4,3,1,4,3,4,3,4,5,4,4,2,4,4,1,4,3,4,5,2,3,3,4,3,3,3,5,4,4,3,2,3,3,4,3,3,3,4,4,4,4,2,3,4,5,4,3,3,3,3,3,1,7,2,4,3,3,3,4,3,4,3,3,3,4,2,4,4,3,2,2,2,4,3,2,3,3,4,2,3,4,2,3,3,3,1,3,3,3,2,5,4,1,1,3,3,3,3,4,3,3,5,3,2,3,4,1,1,4,2,4,4,3,6,2,6,3,2,2,3,3,5,5,4,1,1
70,22,4,2,4,2,2,1,1,2,2,4,1,3,1,5,4,5,5,4,5,2,2,3,2,1,1,2,2,2,2,2,3,1,1,5,5,2,5,1,1,1,5,5,3,4,4,5,3,6,3,4,5,8,5,4,4,4,4,4,5,3,5,1,1,3,3,4,3,2,2,4,5,1,1,2,5,3,6,4,4,5,2,4,2,3,5,2,1,4,5,1,4,2,1,3,5,6,3,1,1,5,1,2,5,4,4,4,3,4,2,4,2,4,5,5,5,3,3,5,2,3,5,3,3,5,4,5,5,5,5,3,1,3,1,2,4,1,3,4,1,1,4,4,4,2,4,5,3,5,1,1,5,2,1,2,5,5,4,4,6,2,2,4,1,6,5,1,3,4,1,2,5,1,1,1,4,1,5,2,5,2,2,4,1,1,1,7,4,4,5,2,1,2,5,3,3,3,5,1,4,2,1,1,3,5,5,2,4,5,6,7,5,5,2
71,21,5,2,5,2,3,1,3,4,5,3,3,4,4,6,5,3,3,3,4,1,4,3,2,3,1,3,2,2,2,3,4,4,2,2,1,2,4,5,4,3,4,3,3,5,4,4,2,4,9,5,1,3,2,6,4,5,5,1,3,4,3,3,1,4,4,3,4,2,3,1,1,4,4,1,5,1,3,1,4,7,2,6,1,2,2,2,1,3,4,2,3,3,4,4,3,6,4,5,3,4,1,1,4,3,5,5,2,3,3,3,3,4,3,4,4,4,6,2,3,4,3,3,4,2,4,4,5,3,2,2,5,2,3,4,5,2,2,3,1,6,2,3,4,1,4,3,4,3,5,3,3,3,1,4,4,3,3,1,4,5,1,2,3,5,4,6,2,3,3,2,4,4,3,5,5,1,2,3,4,5,2,4,1,1,1,4,3,3,5,3,4,5,4,3,1,4,2,1,3,2,1,3,2,1,1,3,3,2,4,5,4,5,2
72,22,5,2,1,3,1,1,3,2,4,4,2,5,5,7,1,4,3,4,3,1,3,1,3,3,1,3,2,5,4,1,3,4,1,4,3,2,3,3,1,1,2,5,5,4,4,4,2,4,1,5,3,2,2,6,6,4,4,4,4,2,4,3,2,6,3,5,4,2,5,4,2,5,3,2,3,2,3,1,5,8,3,3,1,3,5,2,1,4,4,3,5,5,2,2,3,5,4,2,2,5,1,3,5,5,4,4,1,4,3,4,3,4,3,4,4,6,4,2,2,4,5,1,5,2,2,2,4,5,2,2,2,1,7,2,4,2,2,4,1,2,2,4,3,1,5,4,4,5,2,1,4,4,3,4,4,3,1,2,3,5,1,2,5,5,5,2,1,3,2,3,3,1,1,5,5,1,3,2,3,4,4,5,2,2,1,4,2,3,3,3,4,4,4,2,1,5,4,1,3,1,1,3,2,2,1,4,2,2,5,4,5,5,2
73,21,4,2,4,2,2,1,2,4,3,5,3,4,2,3,4,4,4,5,4,3,5,3,1,3,1,5,1,3,4,2,2,3,1,4,3,4,4,5,2,1,5,5,3,4,4,5,1,1,3,4,3,1,1,5,6,4,4,1,4,4,5,2,3,5,3,4,3,1,3,2,2,4,5,1,5,1,3,2,4,7,2,1,2,2,2,3,3,5,5,1,5,3,4,4,5,5,5,4,3,3,1,4,4,4,4,6,2,5,5,3,4,4,4,5,5,4,3,1,1,4,5,5,2,6,5,1,5,5,1,3,4,2,6,5,4,1,3,3,1,2,2,5,5,3,3,5,5,5,2,1,5,3,1,4,5,5,1,1,2,5,2,2,5,5,5,1,2,5,2,2,4,2,3,5,5,3,3,4,4,5,2,3,1,1,1,5,3,4,5,4,4,4,4,2,1,3,4,1,3,2,3,6,7,3,2,3,2,1,6,4,4,1,2
74,21,4,1,2,3,3,1,3,2,1,5,2,5,4,5,3,3,3,3,3,2,2,3,3,5,1,4,1,4,3,3,3,3,3,3,3,3,3,3,3,4,6,3,6,5,3,2,2,3,9,5,3,5,5,6,6,2,2,4,3,3,2,2,3,4,3,3,3,3,3,3,3,3,3,3,4,2,2,3,3,6,3,3,1,1,1,2,1,3,3,1,3,3,2,3,3,4,2,2,3,3,1,5,3,3,3,3,2,3,3,3,3,3,3,3,3,4,4,3,3,3,3,3,3,3,4,4,4,3,3,3,3,3,4,3,3,4,3,3,2,1,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,2,2,4,3,4,3,3,3,3,4,3,3,3,3,4,2,3,3,3,3,3,3,3,2,1,2,3,3,3,4,3,3,5,3,3,3,3,3,3,3,3,1,3,1,6,1,6,3,3,3,3,3,4,5,3,3,1
75,21,5,1,5,1,3,2,3,4,4,3,4,4,4,5,4,4,4,3,2,2,4,3,3,4,3,4,2,4,4,2,3,3,1,5,4,1,4,2,2,1,2,2,1,5,4,4,3,7,5,5,1,1,4,6,4,5,1,1,3,3,3,3,2,5,5,3,4,3,4,1,1,5,5,3,6,1,4,2,5,7,3,4,1,2,5,2,1,4,3,2,4,4,4,3,4,7,4,3,3,3,1,5,2,3,5,5,2,4,3,3,4,3,3,4,5,5,6,5,5,4,3,3,3,5,2,5,7,4,5,1,3,5,4,3,5,1,2,1,1,11,2,3,2,1,1,3,3,3,3,3,3,5,3,4,5,4,1,1,2,4,2,2,3,3,3,6,4,2,4,4,4,4,3,3,3,3,5,2,3,1,4,4,3,2,5,7,2,4,3,4,4,4,3,2,1,5,2,1,1,1,1,1,2,3,1,4,4,4,7,3,3,1,1
76,22,4,2,6,1,3,1,3,4,3,5,2,3,5,6,4,4,3,4,4,1,3,1,4,4,1,4,1,4,4,2,2,3,2,4,3,1,5,3,1,3,5,3,1,4,2,5,3,7,9,4,4,4,5,5,6,4,5,1,4,3,4,4,1,5,3,4,3,3,4,4,2,4,4,2,5,1,4,1,3,8,5,4,2,5,4,3,1,4,2,2,4,4,3,3,4,4,4,5,2,2,1,4,1,1,5,5,3,4,3,4,3,3,3,4,4,5,4,3,2,3,4,3,3,5,5,6,7,3,3,3,4,5,4,3,2,4,3,2,1,7,2,3,3,2,3,4,5,4,4,3,4,2,3,5,5,5,2,2,5,1,1,2,4,3,4,3,1,4,3,3,3,3,3,3,2,4,4,4,4,5,3,3,2,2,4,5,2,5,3,2,3,3,4,3,1,3,4,1,3,1,6,1,7,2,1,5,4,4,7,5,4,2,2
77,21,3,2,1,3,2,1,1,3,2,4,3,4,5,4,2,3,2,3,4,2,4,2,2,4,2,4,2,3,3,1,2,4,3,5,3,2,4,3,3,1,3,2,5,3,4,4,2,3,2,3,2,3,2,3,4,5,5,1,3,3,3,2,2,4,3,2,3,4,3,4,3,2,4,2,3,2,3,4,4,7,4,4,3,3,3,1,1,3,2,3,3,3,3,3,3,6,4,3,2,2,1,4,4,5,3,5,3,3,4,3,3,3,2,2,3,3,1,2,3,3,4,3,3,5,3,3,5,2,2,2,3,3,4,2,3,1,3,2,3,3,2,3,3,5,3,3,4,4,2,2,3,2,2,4,4,4,3,3,5,4,2,2,3,2,3,3,4,3,2,4,3,2,3,4,4,1,3,3,3,4,5,3,1,1,2,4,3,3,4,4,3,2,4,3,1,3,3,1,3,5,6,4,7,3,2,4,4,2,6,5,4,5,2
78,48,5,2,5,2,3,1,2,3,3,3,3,3,2,4,3,4,3,4,2,2,3,3,4,4,3,3,3,4,2,3,3,4,3,3,2,2,3,2,2,3,3,4,4,4,3,5,1,3,1,5,3,1,3,6,3,4,1,1,3,5,3,4,3,4,3,4,4,3,3,1,1,3,3,3,5,3,2,2,4,7,2,2,1,6,4,2,2,4,3,3,4,3,3,5,4,5,4,5,3,4,1,1,3,3,5,4,1,5,4,3,3,3,4,4,4,4,4,1,3,2,4,3,3,4,3,5,4,3,2,3,5,5,4,2,3,3,2,1,1,1,1,3,2,3,3,3,5,3,1,3,3,4,2,4,5,3,3,3,4,3,4,3,1,6,3,1,3,5,3,4,2,3,1,3,3,3,3,6,3,2,5,1,3,3,1,4,2,5,2,3,3,3,3,1,1,3,3,1,3,1,6,3,2,2,1,4,3,3,4,2,3,1,2
79,21,5,2,5,2,2,1,3,3,4,3,4,5,4,4,4,4,3,4,5,2,3,2,2,2,2,2,1,4,6,3,4,4,2,2,1,4,4,4,2,1,4,3,2,4,2,2,1,6,9,5,2,3,3,6,4,5,1,1,2,4,4,3,2,6,3,3,4,1,5,2,2,5,3,1,3,1,6,4,4,6,3,3,1,1,1,2,2,3,1,1,1,5,4,4,3,6,4,3,3,3,1,5,3,3,4,4,2,4,3,2,3,4,4,4,3,6,4,3,1,4,3,3,3,5,5,5,5,3,3,2,2,4,5,4,4,1,3,2,1,6,2,3,4,2,4,3,5,3,3,2,2,4,2,3,5,5,2,2,2,3,2,2,4,4,3,6,3,2,3,2,4,3,2,4,5,5,2,1,2,1,1,5,2,1,1,4,4,5,5,4,4,3,3,3,1,4,3,4,3,1,6,3,7,2,3,4,5,2,4,6,3,2,2
80,21,5,3,6,1,3,1,3,2,1,5,2,3,4,7,4,4,5,4,5,1,4,2,2,3,1,4,1,3,2,2,2,3,1,2,3,3,4,3,2,1,4,5,1,4,2,5,1,5,9,5,3,1,5,6,6,4,5,1,5,3,3,5,2,4,2,5,2,2,4,3,4,1,4,3,6,3,2,3,5,5,2,3,1,2,3,2,1,5,3,2,5,3,2,4,4,5,3,4,1,4,1,1,3,4,2,5,3,3,3,2,3,4,2,5,5,4,5,4,4,4,5,3,3,2,2,5,5,5,4,5,3,4,6,5,5,1,4,2,1,5,2,5,3,2,2,3,2,4,3,3,3,2,1,4,5,5,3,3,6,5,1,3,3,2,5,6,3,5,2,3,3,1,1,3,2,2,1,3,3,2,4,4,1,1,1,4,2,4,3,2,3,2,4,2,1,3,5,1,3,6,1,2,7,4,4,3,4,3,5,4,5,1,2
81,21,5,2,5,2,1,1,2,3,2,3,3,3,5,7,4,4,4,5,5,2,4,1,3,4,1,3,3,6,2,3,3,4,3,3,3,1,4,3,3,1,3,3,3,5,3,4,2,6,1,5,2,3,4,6,3,4,1,1,2,3,3,3,3,4,4,3,3,1,3,2,2,3,4,2,5,2,3,3,5,6,4,4,1,6,5,3,1,3,2,2,2,3,3,3,3,4,3,2,3,3,1,3,3,4,4,5,2,5,5,3,3,4,2,3,3,4,5,3,4,4,3,3,3,3,4,3,5,2,3,2,5,1,6,3,4,1,2,3,3,1,2,3,2,2,2,3,4,3,3,1,3,4,3,3,4,4,2,2,4,4,2,3,3,4,3,2,2,3,3,2,4,3,2,3,4,3,3,3,3,4,5,3,4,1,1,5,2,3,4,5,4,3,3,3,1,4,4,5,1,2,1,3,2,3,3,4,4,4,6,4,3,5,2
82,22,4,2,4,2,2,1,2,3,2,4,3,3,3,3,3,1,1,5,4,1,4,3,2,3,2,3,2,3,2,2,3,4,3,3,3,3,4,4,3,3,1,4,3,4,2,4,1,2,3,4,3,1,1,5,4,4,4,4,3,2,3,2,3,2,2,2,3,1,2,2,2,2,3,1,3,2,3,3,4,7,2,4,2,3,2,3,2,3,3,1,3,2,3,2,3,4,4,3,3,3,1,2,4,2,4,5,2,3,3,3,2,3,4,4,3,2,2,1,1,2,4,3,3,3,4,4,5,4,2,5,2,4,5,3,3,2,3,3,2,2,3,3,4,3,3,4,4,4,3,2,4,2,3,3,4,3,3,2,3,5,3,4,3,2,3,1,2,3,2,2,4,2,1,4,4,3,4,4,3,3,1,2,2,2,2,4,2,4,3,3,3,1,3,3,1,2,3,2,3,1,6,5,4,2,2,4,4,1,4,3,3,4,2
83,21,3,2,3,2,3,1,3,2,2,4,2,3,3,6,3,3,3,4,4,3,5,3,1,2,1,5,1,3,2,2,2,4,2,3,4,2,5,4,3,1,5,4,3,3,3,4,1,3,9,3,5,1,2,3,5,3,5,2,3,4,5,3,4,3,2,4,3,2,2,2,3,5,5,1,5,1,6,2,5,9,3,3,3,2,3,2,2,4,3,2,4,4,2,2,4,2,3,3,2,3,1,1,5,2,4,6,1,5,5,4,2,3,4,5,4,5,1,2,2,2,5,3,3,3,5,6,6,4,2,5,2,1,7,5,3,1,4,4,4,6,1,4,5,1,2,4,1,4,5,2,4,2,3,1,5,4,2,4,4,3,1,3,4,5,4,3,1,3,3,2,5,2,2,2,5,3,4,3,2,5,2,5,3,1,1,4,3,4,5,2,3,3,5,3,1,4,4,4,3,1,2,5,5,2,3,3,4,1,6,3,4,5,2
